image,mask1_score,mask2_score,mask3_score
15124036-67a0-11e5-89b3-40f2e96c8ad8[1].jpg,0.9619518518447876,0.921297013759613,0.6513092517852783
398d6594-67a0-11e5-89b3-40f2e96c8ad8[1].jpg,0.8509684801101685,0.8206799030303955,0.787851095199585
398d6594-67a0-11e5-89b3-40f2e96c8ad8[1].jpg,0.8509684801101685,0.8206799030303955,0.787851095199585
3a0f2156-67a0-11e5-89b3-40f2e96c8ad8[1].jpg,0.9033039808273315,0.8519006371498108,0.6287922859191895
3bf77554-67a0-11e5-89b3-40f2e96c8ad8[1].jpg,0.7732930183410645,0.6879211664199829,0.6341360211372375
416d45f4-67a0-11e5-89b3-40f2e96c8ad8[1].jpg,0.9381864070892334,0.8929954171180725,0.6884373426437378
421dc3c0-67a0-11e5-89b3-40f2e96c8ad8[1].jpg,0.9599385857582092,0.9121403098106384,0.5781188011169434
51c09ea6-67a0-11e5-89b3-40f2e96c8ad8[1].jpg,0.5945380926132202,0.6475753784179688,0.549607515335083
sample.jpg,0.5824184417724609,0.6024492979049683,0.641029953956604
